Time (msec),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
136988,0.14,1954,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,14.60
137054,0.15,1896,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,14.60
137121,0.15,1855,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,14.60
137187,0.15,1845,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,15.20
137253,0.15,1847,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,15.20
137320,0.15,1828,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,16.30
137385,0.16,1786,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.14,0.00,-1.70,0.64,0.00,0.00,18.00
137452,0.16,1742,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,18.00
137518,0.16,1724,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,20.30
137584,0.16,1708,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,23.10
137650,0.16,1694,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,23.10
137717,0.17,1656,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.14,0.00,-1.70,0.64,0.00,0.00,27.10
137783,0.17,1635,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,32.10
137849,0.17,1602,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.04,0.00,-1.70,0.64,0.00,0.00,32.10
137915,0.17,1581,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,40.30
137981,0.18,1566,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.93,0.00,-1.70,0.64,0.00,0.00,56.30
138047,0.18,1558,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,56.30
138113,0.18,1516,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,69.10
138180,0.17,1476,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,79.70
138246,0.17,1468,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.79,0.00,-1.70,0.64,0.00,0.00,79.70
138312,0.17,1454,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.85,0.00,-1.70,0.64,0.00,0.00,86.20
138379,0.17,1442,0.00,0.00,14.70,16,11.29,11.50,3.77,-10.87,0.00,-1.70,0.64,0.00,0.00,94.40
138444,0.18,1393,0.00,0.00,14.70,16,11.29,19.00,3.77,-10.87,0.00,-1.70,0.64,0.00,0.00,94.40
138511,0.18,1365,0.00,0.00,14.70,16,11.29,-4.50,3.92,-10.81,0.00,-1.70,0.64,0.00,0.00,96.00
138577,0.18,1351,0.00,0.00,14.70,16,11.29,-2.50,3.92,-10.79,0.00,-1.70,0.64,0.00,0.00,96.00
138643,0.18,1350,0.00,0.00,14.70,16,11.29,0.00,3.92,-10.79,0.00,-1.70,0.64,0.00,0.00,96.00
138709,0.18,1342,0.00,0.00,14.70,16,10.94,2.00,3.77,-10.89,0.00,-1.70,0.64,0.00,0.00,96.00
138775,0.18,1323,0.00,0.00,14.70,16,10.94,3.50,3.63,-10.96,0.00,-1.70,0.64,0.00,0.00,96.00
138841,0.19,1267,0.00,0.00,14.69,16,10.94,19.00,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,96.00
138908,0.19,1282,0.00,0.00,14.69,16,10.94,19.00,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,96.00
138974,0.19,1280,0.00,0.00,14.70,16,10.94,19.00,3.63,-11.02,0.00,-1.70,0.64,0.00,0.00,96.00
139041,0.19,1271,0.00,0.00,14.70,16,10.94,19.00,3.63,-11.04,0.00,-1.70,0.64,0.00,0.00,96.00
139106,0.19,1260,0.00,0.00,14.69,16,10.59,19.00,3.63,-11.02,0.00,-1.70,0.64,0.00,0.00,96.00
139172,0.19,1240,0.00,0.00,14.69,16,10.59,18.50,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,82.90
139239,0.19,1230,0.00,0.00,14.70,16,10.59,18.50,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,82.90
139305,0.19,1233,0.00,0.00,14.69,16,10.59,18.50,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,64.60
139371,0.19,1225,0.00,0.00,14.69,16,10.59,18.50,3.77,-10.94,0.00,-1.70,0.64,0.00,0.00,39.90
139437,0.19,1221,0.00,0.00,14.69,16,10.59,18.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,39.90
139503,0.20,1220,0.00,0.00,14.69,16,10.59,18.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,29.80
139570,0.20,1204,0.00,0.00,14.69,16,10.59,18.50,3.77,-10.87,0.00,-1.70,0.64,0.00,0.00,24.00
139635,0.20,1197,0.00,0.00,14.69,16,10.59,18.50,3.92,-10.81,0.00,-1.70,0.64,0.00,0.00,24.00
139701,0.20,1190,0.00,0.00,14.69,16,10.59,18.50,3.92,-10.79,0.00,-1.39,0.64,0.00,0.00,20.40
139768,0.20,1178,0.00,0.00,14.69,16,10.59,18.50,3.92,-10.73,0.00,-1.39,0.64,0.00,0.00,18.80
139834,0.20,1178,0.00,0.00,14.69,16,10.59,18.50,4.06,-10.71,0.00,-1.39,0.64,0.00,0.00,18.80
139899,0.20,1183,0.00,0.00,14.69,16,10.59,18.50,4.06,-10.69,0.00,-1.39,0.64,0.00,0.00,17.00
139966,0.20,1176,0.00,0.00,14.69,16,10.23,18.50,4.06,-10.67,0.00,-1.39,0.64,0.00,0.00,16.20
140032,0.20,1159,0.00,0.00,14.69,16,10.23,18.00,4.06,-10.62,0.00,-1.39,0.64,0.00,0.00,16.20
140098,0.21,1152,0.00,0.00,14.69,16,10.23,18.00,4.06,-10.60,0.00,-1.39,0.64,0.00,0.00,15.40
140164,0.21,1150,0.00,0.00,14.69,16,10.23,18.00,4.06,-10.58,0.00,-1.39,0.64,0.00,0.00,14.90
140231,0.21,1152,0.00,0.00,14.69,16,10.23,17.50,4.21,-10.54,0.00,-1.39,0.64,0.00,0.00,14.90
140297,0.21,1143,0.00,0.00,14.69,16,10.23,18.00,4.21,-10.52,0.00,-1.39,0.64,0.00,0.00,14.60
140364,0.21,1138,0.00,0.00,14.69,16,10.23,17.50,4.21,-10.50,0.00,-1.39,0.64,0.00,0.00,14.40
140430,0.21,1138,0.00,0.00,14.69,16,10.23,18.00,4.21,-10.50,0.00,-1.39,0.64,0.00,0.00,14.40
140495,0.21,1125,0.00,0.00,14.69,16,10.23,18.00,4.21,-10.48,0.00,-1.39,0.64,0.00,0.00,14.30
140562,0.21,1113,0.00,0.00,14.69,16,10.23,17.50,4.21,-10.44,0.00,-1.39,0.64,0.00,0.00,14.20
140628,0.21,1118,0.00,0.00,14.69,16,10.23,17.00,4.21,-10.44,0.00,-1.39,0.64,0.00,0.00,14.20
140694,0.22,1117,0.00,0.00,14.69,16,10.23,17.50,4.21,-10.42,0.00,-1.39,0.64,0.00,0.00,14.10
140760,0.22,1107,0.00,0.00,14.69,16,10.23,18.00,4.21,-10.42,0.00,-1.39,0.64,0.00,0.00,14.00
140826,0.22,1092,0.00,0.00,14.69,16,10.23,17.50,4.35,-10.40,0.00,-1.39,0.64,0.00,0.00,14.00
140892,0.21,1090,0.00,0.00,14.69,16,10.23,16.50,4.35,-10.40,0.00,-1.39,0.64,0.00,0.00,14.00
140958,0.22,1102,0.00,0.00,14.69,16,10.23,16.50,4.35,-10.40,0.00,-1.39,0.64,0.00,0.00,14.00
141024,0.22,1095,0.00,0.00,14.69,16,9.88,16.50,4.35,-10.38,0.00,-1.39,0.64,0.00,0.00,14.00
141091,0.22,1086,0.00,0.00,14.69,16,9.88,16.50,4.35,-10.38,0.00,-1.39,0.64,0.00,0.00,14.00
141157,0.22,1080,0.00,0.00,14.69,16,9.88,17.00,4.35,-10.36,0.00,-1.39,0.64,0.00,0.00,14.00
141223,0.23,1065,0.00,0.00,14.69,16,9.88,17.00,4.35,-10.36,0.00,-1.39,0.64,0.00,0.00,14.00
141289,0.22,1065,0.00,0.00,14.69,16,9.88,16.50,4.35,-10.36,0.00,-1.39,0.64,0.00,0.00,14.10
141356,0.23,1068,0.00,0.00,14.69,16,9.88,15.50,4.35,-10.35,0.00,-1.39,0.64,0.00,0.00,14.10
141421,0.23,1059,0.00,0.00,14.69,16,9.88,16.50,4.35,-10.33,0.00,-1.39,0.64,0.00,0.00,14.10
141488,0.23,1055,0.00,0.00,14.69,16,9.88,16.50,4.35,-10.31,0.00,-1.39,0.64,0.00,0.00,14.10
141554,0.23,1048,0.00,0.00,14.69,16,9.88,16.50,4.35,-10.33,0.00,-1.39,0.64,0.00,0.00,14.10
141620,0.23,1046,0.00,0.00,14.69,16,9.88,16.00,4.35,-10.33,0.00,-1.39,0.64,0.00,0.00,14.20
141686,0.23,1042,0.00,0.00,14.69,16,9.88,16.00,4.35,-10.29,0.00,-1.39,0.64,0.00,0.00,14.20
141753,0.23,1040,0.00,0.00,14.69,16,9.88,16.00,4.35,-10.31,0.00,-1.39,0.64,0.00,0.00,14.20
141819,0.23,1050,0.00,0.00,14.69,16,9.88,14.00,4.35,-10.29,0.00,-1.39,0.64,0.00,0.00,14.30
141884,0.23,1048,0.00,0.00,14.69,16,9.88,14.00,4.50,-10.27,0.00,-1.39,0.64,0.00,0.00,14.30
141951,0.23,1041,0.00,0.00,14.69,16,9.88,14.50,4.50,-10.27,0.00,-1.39,0.64,0.00,0.00,14.30
142018,0.23,1031,0.00,0.00,14.69,16,9.88,14.50,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,14.40
142083,0.23,1020,0.00,0.00,14.69,16,9.88,16.00,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,14.40
142149,0.23,1024,0.00,0.00,14.69,16,9.88,15.50,4.50,-10.21,0.00,-1.39,0.64,0.00,0.00,14.40
142216,0.24,1022,0.00,0.00,14.69,16,9.88,15.00,4.50,-10.23,0.00,-1.39,0.64,0.00,0.00,14.40
142281,0.24,1018,0.00,0.00,14.69,16,9.88,15.50,4.50,-10.17,0.00,-1.39,0.64,0.00,0.00,14.40
142348,0.24,1004,0.00,0.00,14.69,16,9.88,16.00,4.50,-10.17,0.00,-1.39,0.64,0.00,0.00,14.40
142414,0.24,1007,0.00,0.00,14.69,16,9.88,15.50,4.50,-10.13,0.00,-1.39,0.64,0.00,0.00,14.40
142480,0.24,1014,0.00,0.00,14.69,16,9.88,14.00,4.50,-10.13,0.00,-1.39,0.64,0.00,0.00,14.40
142546,0.24,1021,0.00,0.00,14.69,16,9.88,13.00,4.64,-10.11,0.00,-1.39,0.64,0.00,0.00,14.40
142612,0.24,1019,0.00,0.00,14.69,16,9.88,13.00,4.64,-10.11,0.00,-1.39,0.64,0.00,0.00,14.40
142678,0.24,1010,0.00,0.00,14.69,16,9.88,13.50,4.50,-10.13,0.00,-1.39,0.64,0.00,0.00,14.50
142745,0.24,1010,0.00,0.00,14.69,16,9.88,13.50,4.64,-10.11,0.00,-1.39,0.64,0.00,0.00,14.50
142810,0.24,997,0.00,0.00,14.69,16,9.88,14.50,4.50,-10.13,0.00,-1.39,0.64,0.00,0.00,14.50
142877,0.24,994,0.00,0.00,14.69,16,9.88,14.50,4.64,-10.07,0.00,-1.39,0.64,0.00,0.00,14.50
142943,0.24,991,0.00,0.00,14.69,16,9.88,14.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,14.50
143010,0.25,996,0.00,0.00,14.69,16,9.88,13.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,14.50
143075,0.25,990,0.00,0.00,14.69,16,9.88,14.00,4.64,-10.04,0.00,-1.39,0.64,0.00,0.00,14.50
143142,0.25,989,0.00,0.00,14.69,16,9.88,14.00,4.64,-10.02,0.00,-1.39,0.64,0.00,0.00,14.50
143208,0.25,986,0.00,0.00,14.69,16,9.88,14.00,4.64,-10.00,0.00,-1.39,0.64,0.00,0.00,14.50
143274,0.25,985,0.00,0.00,14.69,16,9.88,13.50,4.79,-9.98,0.00,-1.39,0.64,0.00,0.00,14.50
143339,0.24,985,0.00,0.00,14.69,16,9.88,13.00,4.79,-9.96,0.00,-1.39,0.64,0.00,0.00,14.50
143406,0.24,983,0.00,0.00,14.69,16,9.88,13.00,4.79,-9.96,0.00,-1.39,0.64,0.00,0.00,14.50
143473,0.24,988,0.00,0.00,14.69,16,9.88,12.50,4.79,-9.96,0.00,-1.39,0.64,0.00,0.00,14.50
143539,0.25,982,0.00,0.00,14.69,16,9.88,13.00,4.79,-9.96,0.00,-1.39,0.64,0.00,0.00,14.50
143605,0.24,986,0.00,0.00,14.69,16,9.88,12.00,4.79,-9.96,0.00,-1.39,0.64,0.00,0.00,14.50
143671,0.25,975,0.00,0.00,14.69,16,9.88,13.00,4.79,-9.94,0.00,-1.39,0.64,0.00,0.00,14.50
143737,0.25,978,0.00,0.00,14.69,16,9.88,12.50,4.79,-9.94,0.00,-1.39,0.64,0.00,0.00,14.50
143803,0.25,970,0.00,0.00,14.69,16,9.88,13.00,4.79,-9.92,0.00,-1.39,0.64,0.00,0.00,14.50
143870,0.25,972,0.00,0.00,14.69,16,9.88,13.00,4.79,-9.92,0.00,-1.39,0.64,0.00,0.00,14.50
143935,0.25,973,0.00,0.00,14.69,16,9.88,12.50,4.79,-9.88,0.00,-1.39,0.64,0.00,0.00,14.50
144001,0.25,974,0.00,0.00,14.69,16,9.88,12.00,4.79,-9.86,0.00,-1.39,0.64,0.00,0.00,14.50
144068,0.25,975,0.00,0.00,14.69,16,9.88,11.50,4.79,-9.86,0.00,-1.39,0.64,0.00,0.00,14.50
144134,0.25,974,0.00,0.00,14.69,16,9.88,11.50,4.79,-9.86,0.00,-1.39,0.64,0.00,0.00,14.50
144200,0.25,975,0.00,0.00,14.69,16,9.88,11.50,4.79,-9.84,0.00,-1.39,0.64,0.00,0.00,14.50
144266,0.25,978,0.00,0.00,14.69,16,9.88,10.50,4.79,-9.86,0.00,-1.39,0.64,0.00,0.00,14.50
144332,0.25,976,0.00,0.00,14.69,16,9.88,11.00,4.79,-9.84,0.00,-1.39,0.64,0.00,0.00,14.50
144399,0.25,966,0.00,0.00,14.70,16,9.88,11.00,4.79,-9.86,0.00,-1.39,0.64,0.00,0.00,14.50
144465,0.25,973,0.00,0.00,14.69,16,9.88,11.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
144531,0.26,960,0.00,0.00,14.69,16,9.88,12.50,4.79,-9.84,0.00,-1.39,0.64,0.00,0.00,14.50
144597,0.26,952,0.00,0.00,14.69,16,9.88,13.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
144663,0.26,954,0.00,0.00,14.69,16,9.88,12.50,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.60
144729,0.26,957,0.00,0.00,14.69,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
144796,0.25,951,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
144862,0.25,964,0.00,0.00,14.70,16,9.88,11.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
144928,0.25,968,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.60
144994,0.25,966,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
145060,0.25,959,0.00,0.00,14.70,16,9.88,11.00,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.60
145126,0.26,964,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.78,0.00,-1.39,0.64,0.00,0.00,14.60
145193,0.26,952,0.00,0.00,14.69,16,9.88,11.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.60
145259,0.26,953,0.00,0.00,14.69,16,9.88,11.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.60
145325,0.25,954,0.00,0.00,14.70,16,9.88,11.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.60
145391,0.26,958,0.00,0.00,14.69,16,9.88,10.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.60
145457,0.26,964,0.00,0.00,14.70,16,9.88,10.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.60
145523,0.26,964,0.00,0.00,14.70,16,9.88,9.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.60
145590,0.26,957,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.50
145656,0.26,952,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.50
145722,0.26,948,0.00,0.00,14.70,16,9.88,11.00,4.93,-9.71,0.00,-1.39,0.64,0.00,0.00,14.50
145788,0.25,945,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.71,0.00,-1.39,0.64,0.00,0.00,14.50
145854,0.26,952,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.69,0.00,-1.39,0.64,0.00,0.00,14.50
145920,0.26,937,0.00,0.00,14.69,16,9.88,12.00,5.08,-9.69,0.00,-1.39,0.64,0.00,0.00,14.50
145986,0.26,933,0.00,0.00,14.70,16,9.88,12.50,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.50
146052,0.26,935,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.50
146118,0.26,950,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.65,0.00,-1.39,0.66,0.00,0.00,14.50
146184,0.27,947,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.63,0.00,-1.39,0.66,0.00,0.00,14.60
146251,0.27,954,0.00,0.00,14.69,16,9.88,9.50,5.08,-9.59,0.00,-1.39,0.66,0.00,0.00,14.60
146316,0.28,939,0.00,0.00,14.69,16,9.88,11.00,5.22,-9.55,0.00,-1.39,0.66,0.00,0.00,14.50
146383,0.28,934,0.00,0.00,14.69,16,9.88,11.50,5.22,-9.49,0.00,-1.39,0.66,0.00,0.00,14.60
146449,0.28,929,0.00,0.00,14.69,16,9.88,12.00,5.22,-9.46,0.00,-1.39,0.66,0.00,0.00,14.60
146515,0.29,943,0.00,0.00,14.69,16,9.88,10.50,5.37,-9.36,0.00,-1.39,0.66,0.00,0.00,14.60
146581,0.30,946,0.00,0.00,14.69,16,9.88,10.00,5.37,-9.28,0.00,-1.39,0.68,0.00,0.00,14.60
146647,0.30,950,0.00,0.00,14.69,16,9.88,9.50,5.51,-9.22,0.00,-1.39,0.68,0.00,0.00,14.60
146714,0.31,943,0.00,0.00,14.69,16,9.88,10.50,5.66,-9.09,0.00,-1.39,0.68,0.00,0.00,14.60
146780,0.33,958,0.00,0.00,14.69,16,10.23,9.50,5.80,-9.01,0.00,-1.39,0.68,0.00,0.00,14.70
146846,0.34,958,0.00,0.00,14.69,16,11.29,10.00,5.95,-8.84,0.00,-1.39,0.70,0.00,0.00,14.70
146912,0.35,966,0.00,0.00,14.68,16,12.34,11.00,6.09,-8.74,0.00,-1.39,0.70,0.00,0.00,14.70
146978,0.35,979,0.00,0.00,14.68,16,13.40,12.00,6.09,-8.60,0.00,-1.39,0.70,0.00,0.00,14.70
147044,0.36,989,0.00,0.00,14.68,16,15.16,14.00,6.24,-8.45,0.00,-1.39,0.72,0.00,0.00,14.70
147110,0.37,994,0.00,0.00,14.68,16,15.86,15.50,6.38,-8.35,0.00,-1.39,0.72,0.00,0.00,14.80
147176,0.37,989,0.00,0.00,14.68,16,16.91,16.50,6.38,-8.28,0.00,-1.39,0.72,0.00,0.00,14.80
147242,0.36,997,0.00,0.00,14.68,16,18.32,18.00,6.53,-8.20,0.00,-1.39,0.72,0.00,0.00,14.80
147309,0.36,1016,0.00,0.00,14.68,16,20.08,19.00,6.53,-8.18,0.00,-1.39,0.72,0.00,0.00,14.80
147375,0.36,1034,0.00,0.00,14.68,16,21.13,20.00,6.53,-8.16,0.00,-1.39,0.72,0.00,0.00,14.90
147441,0.36,1038,0.00,0.00,14.68,16,22.19,21.00,6.53,-8.10,0.00,-1.39,0.72,0.00,0.00,14.90
147507,0.36,1048,0.00,0.00,14.68,16,23.95,22.50,6.53,-8.12,0.00,-1.39,0.72,0.00,0.00,15.10
147573,0.36,1071,0.00,0.00,14.69,16,25.00,24.50,6.53,-8.12,0.00,-1.39,0.72,0.00,0.00,15.20
147639,0.35,1093,0.00,0.00,14.69,16,25.35,25.00,6.53,-8.12,0.00,-1.39,0.72,0.00,0.00,15.20
147705,0.35,1108,0.00,0.00,14.69,16,25.35,25.00,6.53,-8.18,0.00,-1.39,0.72,0.00,0.00,15.50
147772,0.35,1104,0.00,0.00,14.69,16,25.35,25.00,6.53,-8.14,0.00,-1.39,0.72,0.00,0.00,15.40
147838,0.34,1127,0.00,0.00,14.69,16,25.70,25.50,6.53,-8.16,0.00,-1.39,0.72,0.00,0.00,15.40
147904,0.32,1142,0.00,0.00,14.69,16,26.05,25.50,6.53,-8.22,0.00,-1.39,0.72,0.00,0.00,15.50
147970,0.32,1170,0.00,0.00,14.69,16,25.00,26.00,6.38,-8.31,0.00,-1.39,0.66,0.00,0.00,15.50
148037,0.29,1178,0.00,0.00,15.31,16,21.48,14.00,5.80,-8.91,0.00,-1.39,0.64,0.00,0.00,15.50
148102,0.27,1170,0.00,0.00,15.35,16,18.67,11.50,5.51,-9.17,0.00,-1.39,0.64,0.00,0.00,15.70
148169,0.25,1167,0.00,0.00,15.24,16,14.45,7.00,5.22,-9.51,0.00,-1.39,0.64,0.00,0.00,15.80
148235,0.24,1162,0.00,0.00,14.71,16,11.64,4.50,4.93,-9.71,0.00,-1.39,0.64,0.00,0.00,15.80
148301,0.23,1146,0.00,0.00,14.71,16,10.23,3.50,4.79,-9.90,0.00,-1.39,0.64,0.00,0.00,15.80
148368,0.21,1136,0.00,0.00,14.71,16,10.23,4.50,4.64,-10.00,0.00,-1.39,0.64,0.00,0.00,15.80
148434,0.21,1169,0.00,0.00,14.71,16,10.59,2.50,4.64,-10.11,0.00,-1.39,0.64,0.00,0.00,15.80
148500,0.21,1185,0.00,0.00,14.71,16,10.23,2.50,4.50,-10.19,0.00,-1.39,0.64,0.00,0.00,15.70
148566,0.22,1144,0.00,0.00,14.71,16,10.23,6.00,4.35,-10.33,0.00,-1.39,0.64,0.00,0.00,15.60
148632,0.22,1130,0.00,0.00,14.71,16,10.23,7.50,4.35,-10.33,0.00,-1.39,0.64,0.00,0.00,15.60
148699,0.22,1124,0.00,0.00,14.71,16,10.23,8.50,4.35,-10.33,0.00,-1.39,0.64,0.00,0.00,15.60
148764,0.22,1110,0.00,0.00,14.71,16,10.23,10.00,4.35,-10.35,0.00,-1.39,0.64,0.00,0.00,15.40
148831,0.23,1101,0.00,0.00,14.71,16,10.23,11.00,4.35,-10.33,0.00,-1.39,0.66,0.00,0.00,15.40
148897,0.24,1111,0.00,0.00,14.71,16,10.23,10.00,4.35,-10.29,0.00,-1.39,0.66,0.00,0.00,15.10
148963,0.24,1095,0.00,0.00,14.70,16,10.23,11.50,4.50,-10.23,0.00,-1.39,0.66,0.00,0.00,15.00
149029,0.25,1088,0.00,0.00,14.70,16,10.23,12.00,4.50,-10.15,0.00,-1.39,0.66,0.00,0.00,15.00
149095,0.25,1087,0.00,0.00,14.70,16,10.23,12.00,4.50,-10.13,0.00,-1.39,0.66,0.00,0.00,15.00
149161,0.25,1101,0.00,0.00,14.70,16,10.23,10.50,4.64,-10.04,0.00,-1.39,0.66,0.00,0.00,15.00
149228,0.25,1098,0.00,0.00,14.70,16,10.23,10.50,4.64,-10.02,0.00,-1.39,0.66,0.00,0.00,15.00
149294,0.25,1090,0.00,0.00,14.70,16,10.23,10.50,4.79,-9.96,0.00,-1.39,0.66,0.00,0.00,15.00
149360,0.25,1090,0.00,0.00,14.70,16,10.23,11.50,4.79,-9.92,0.00,-1.39,0.66,0.00,0.00,15.00
149426,0.25,1088,0.00,0.00,14.70,16,10.23,11.50,4.79,-9.92,0.00,-1.39,0.66,0.00,0.00,15.00
149492,0.25,1090,0.00,0.00,14.70,16,9.88,11.00,4.79,-9.86,0.00,-1.39,0.66,0.00,0.00,14.80
149559,0.26,1086,0.00,0.00,14.70,16,9.88,11.50,4.79,-9.86,0.00,-1.39,0.66,0.00,0.00,14.60
149624,0.26,1079,0.00,0.00,14.70,16,9.88,11.50,4.79,-9.84,0.00,-1.39,0.66,0.00,0.00,14.60
149690,0.26,1074,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.68,0.00,0.00,14.50
149757,0.26,1074,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.82,0.00,-1.39,0.66,0.00,0.00,14.40
149823,0.25,1078,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.80,0.00,-1.39,0.66,0.00,0.00,14.40
149889,0.26,1087,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.78,0.00,-1.39,0.66,0.00,0.00,14.40
149955,0.26,1082,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.80,0.00,-1.39,0.66,0.00,0.00,14.30
150021,0.26,1072,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.30
150087,0.26,1072,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.30
150153,0.26,1082,0.00,0.00,14.70,16,9.88,10.00,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.30
150220,0.26,1078,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.78,0.00,-1.39,0.66,0.00,0.00,14.30
150286,0.26,1074,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.40
150352,0.26,1079,0.00,0.00,14.70,16,9.88,10.00,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.40
150418,0.26,1070,0.00,0.00,14.70,16,9.88,11.00,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.40
150484,0.26,1072,0.00,0.00,14.70,16,9.88,10.50,4.93,-9.77,0.00,-1.39,0.66,0.00,0.00,14.50
150551,0.25,1064,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.78,0.00,-1.39,0.66,0.00,0.00,14.50
150616,0.25,1076,0.00,0.00,14.70,16,9.88,10.00,4.79,-9.84,0.00,-1.39,0.66,0.00,0.00,14.40
150683,0.23,1070,0.00,0.00,15.34,16,9.88,10.50,4.79,-9.94,0.00,-1.39,0.64,0.00,0.00,14.50
